Strain,Stress (MPa)
0.005876599,150.1254524
0.005879027,150.1342723
0.005881454,150.1430921
0.005883882,150.151912
0.005886309,150.1607319
0.005888737,150.1695518
0.005891164,150.1783716
0.005893592,150.1871915
0.005896019,150.1960114
0.005898447,150.2048313
0.005900874,150.2136511
0.005903302,150.222471
0.005905729,150.2312909
0.005908157,150.2401108
0.005910584,150.2489306
0.005913012,150.2577505
